CHROM	POS	N_ALLELES	N_CHR	p1	p2	pop
chr1	23893	2	94	0.914894	0.0851064	all
chr1	23894	2	94	0.925532	0.0744681	all
chr1	23909	2	94	0.914894	0.0851064	all
chr1	23930	2	94	0.840426	0.159574	all
chr1	23932	2	94	0.861702	0.138298	all
chr1	23937	2	94	0.521277	0.478723	all
chr1	24065	2	96	0.96875	0.03125	all
chr1	24145	2	94	0.914894	0.0851064	all
chr1	24213	2	94	0.925532	0.0744681	all
chr1	24240	2	96	0.979167	0.0208333	all
chr1	24262	2	96	0.96875	0.03125	all
chr1	24317	2	92	0.934783	0.0652174	all
chr1	24318	2	92	0.945652	0.0543478	all
chr1	24376	2	92	0.934783	0.0652174	all
chr1	24378	2	92	0.967391	0.0326087	all
chr1	24403	2	92	0.945652	0.0543478	all
chr1	24406	2	92	0.945652	0.0543478	all
chr1	24454	2	94	0.957447	0.0425532	all
chr1	24455	2	94	0.93617	0.0638298	all
chr1	24461	2	94	0.957447	0.0425532	all
chr1	24651	2	96	0.927083	0.0729167	all
chr1	24668	2	96	0.958333	0.0416667	all
chr1	24679	2	96	0.864583	0.135417	all
chr1	24707	2	96	0.864583	0.135417	all
chr1	24729	2	96	0.90625	0.09375	all
chr1	24801	2	96	0.84375	0.15625	all
chr1	24807	2	94	0.978723	0.0212766	all
chr1	24820	2	94	0.968085	0.0319149	all
chr1	24886	2	92	0.934783	0.0652174	all
chr1	24888	2	92	0.967391	0.0326087	all
chr1	24915	2	96	0.979167	0.0208333	all
chr1	24916	2	96	0.927083	0.0729167	all
chr1	24920	2	96	0.96875	0.03125	all
chr1	24943	2	96	0.96875	0.03125	all
chr1	24953	2	92	0.967391	0.0326087	all
chr1	24968	2	92	0.967391	0.0326087	all
chr1	24973	2	92	0.945652	0.0543478	all
chr1	24975	2	92	0.967391	0.0326087	all
chr1	25017	2	94	0.914894	0.0851064	all
chr1	25122	2	92	0.956522	0.0434783	all
chr1	25324	2	96	0.916667	0.0833333	all
chr1	25372	2	88	0.965909	0.0340909	all
chr1	25375	2	88	0.886364	0.113636	all
chr1	25388	2	94	0.978723	0.0212766	all
chr1	25389	2	94	0.968085	0.0319149	all
chr1	25391	2	94	0.925532	0.0744681	all
chr1	25396	2	94	0.904255	0.0957447	all
chr1	25398	2	94	0.882979	0.117021	all
chr1	25407	2	94	0.946809	0.0531915	all
chr1	25434	2	96	0.96875	0.03125	all
chr1	25444	2	96	0.96875	0.03125	all
chr1	25486	2	92	0.826087	0.173913	all
chr1	25519	2	96	0.90625	0.09375	all
chr1	25552	2	96	0.864583	0.135417	all
chr1	25576	2	90	0.922222	0.0777778	all
chr1	25585	2	90	0.888889	0.111111	all
chr1	25601	2	96	0.947917	0.0520833	all
chr1	25612	2	96	0.96875	0.03125	all
chr1	25700	2	94	0.946809	0.0531915	all
chr1	25809	2	90	0.922222	0.0777778	all
chr1	25840	2	78	0.948718	0.0512821	all
chr1	25924	2	92	0.869565	0.130435	all
chr1	25952	2	92	0.978261	0.0217391	all
chr1	25977	2	94	0.893617	0.106383	all
chr1	25985	2	94	0.978723	0.0212766	all
chr1	25998	2	96	0.958333	0.0416667	all
chr1	26000	2	96	0.958333	0.0416667	all
chr1	26010	2	96	0.9375	0.0625	all
chr1	26025	2	96	0.958333	0.0416667	all
chr1	26033	2	96	0.864583	0.135417	all
chr1	26038	2	96	0.927083	0.0729167	all
chr1	26058	2	96	0.958333	0.0416667	all
chr1	26107	2	94	0.840426	0.159574	all
chr1	26132	2	94	0.978723	0.0212766	all
chr1	26183	2	94	0.978723	0.0212766	all
chr1	26207	2	94	0.925532	0.0744681	all
chr1	26218	2	96	0.895833	0.104167	all
chr1	26220	2	96	0.885417	0.114583	all
chr1	26250	2	94	0.968085	0.0319149	all
chr1	26255	2	94	0.93617	0.0638298	all
chr1	26272	2	94	0.914894	0.0851064	all
chr1	26291	2	94	0.882979	0.117021	all
chr1	26343	2	94	0.946809	0.0531915	all
chr1	26358	2	90	0.966667	0.0333333	all
chr1	26422	2	96	0.885417	0.114583	all
chr1	26442	2	96	0.96875	0.03125	all
chr1	26452	2	96	0.84375	0.15625	all
chr1	26480	2	94	0.946809	0.0531915	all
chr1	26481	2	94	0.882979	0.117021	all
chr1	26579	2	96	0.958333	0.0416667	all
chr1	26585	2	96	0.96875	0.03125	all
chr1	26586	2	96	0.895833	0.104167	all
chr1	26593	2	96	0.916667	0.0833333	all
chr1	26596	2	96	0.90625	0.09375	all
chr1	26598	2	96	0.927083	0.0729167	all
chr1	26614	2	92	0.945652	0.0543478	all
chr1	26623	2	92	0.913043	0.0869565	all
chr1	26902	2	96	0.96875	0.03125	all
chr1	26922	2	96	0.979167	0.0208333	all
chr1	26959	2	94	0.978723	0.0212766	all
chr1	27004	2	90	0.922222	0.0777778	all
chr1	27006	2	90	0.955556	0.0444444	all
chr1	27027	2	90	0.866667	0.133333	all
chr1	27033	2	90	0.9	0.1	all
chr1	27116	2	84	0.964286	0.0357143	all
chr1	27119	2	84	0.940476	0.0595238	all
chr1	27153	2	96	0.979167	0.0208333	all
chr1	27161	2	96	0.9375	0.0625	all
chr1	27212	2	94	0.946809	0.0531915	all
chr1	27258	2	94	0.914894	0.0851064	all
chr1	27354	2	96	0.9375	0.0625	all
chr1	27425	2	96	0.96875	0.03125	all
chr1	27429	2	96	0.885417	0.114583	all
chr1	27487	2	94	0.946809	0.0531915	all
chr1	27497	2	94	0.978723	0.0212766	all
chr1	27525	2	96	0.979167	0.0208333	all
chr1	27537	2	96	0.927083	0.0729167	all
chr1	27630	2	92	0.923913	0.076087	all
chr1	27633	2	92	0.978261	0.0217391	all
chr1	27702	2	96	0.96875	0.03125	all
chr1	27704	2	96	0.958333	0.0416667	all
chr1	27732	2	94	0.914894	0.0851064	all
chr1	27745	2	94	0.904255	0.0957447	all
chr1	27748	2	94	0.989362	0.0106383	all
chr1	27754	2	94	0.957447	0.0425532	all
chr1	27782	2	90	0.977778	0.0222222	all
chr1	27783	2	90	0.844444	0.155556	all
chr1	27788	2	90	0.944444	0.0555556	all
chr1	27826	2	96	0.958333	0.0416667	all
chr1	27905	2	96	0.947917	0.0520833	all
chr1	27926	2	96	0.96875	0.03125	all
chr1	27932	2	96	0.96875	0.03125	all
chr1	27975	2	94	0.957447	0.0425532	all
chr1	27977	2	94	0.968085	0.0319149	all
chr1	27978	2	94	0.925532	0.0744681	all
chr1	27980	2	94	0.93617	0.0638298	all
chr1	27982	2	94	0.87234	0.12766	all
chr1	27992	2	94	0.840426	0.159574	all
chr1	28006	2	92	0.967391	0.0326087	all
chr1	28037	2	88	0.886364	0.113636	all
chr1	28072	2	96	0.916667	0.0833333	all
chr1	28124	2	94	0.957447	0.0425532	all
chr1	28126	2	94	0.93617	0.0638298	all
chr1	28170	2	96	0.916667	0.0833333	all
chr1	28220	2	92	0.956522	0.0434783	all
chr1	28257	2	92	0.934783	0.0652174	all
chr1	28302	2	92	0.923913	0.076087	all
chr1	28353	2	92	0.967391	0.0326087	all
chr1	28358	2	92	0.934783	0.0652174	all
chr1	28363	2	92	0.923913	0.076087	all
chr1	28385	2	92	0.923913	0.076087	all
chr1	28399	2	92	0.934783	0.0652174	all
chr1	28423	2	94	0.946809	0.0531915	all
chr1	28458	2	96	0.96875	0.03125	all
chr1	28460	2	96	0.9375	0.0625	all
chr1	28468	2	96	0.979167	0.0208333	all
chr1	28469	2	96	0.96875	0.03125	all
chr1	28480	2	92	0.891304	0.108696	all
chr1	28492	2	92	0.978261	0.0217391	all
chr1	28496	2	92	0.967391	0.0326087	all
chr1	28506	2	92	0.978261	0.0217391	all
chr1	28524	2	92	0.967391	0.0326087	all
chr1	28531	2	92	0.967391	0.0326087	all
chr1	28538	2	92	0.945652	0.0543478	all
chr1	28698	2	88	0.943182	0.0568182	all
chr1	28699	2	88	0.886364	0.113636	all
chr1	28700	2	88	0.943182	0.0568182	all
chr1	28704	2	88	0.954545	0.0454545	all
chr1	28723	2	88	0.931818	0.0681818	all
chr1	28748	2	94	0.957447	0.0425532	all
chr1	28825	2	88	0.977273	0.0227273	all
chr1	28855	2	90	0.966667	0.0333333	all
chr1	28869	2	90	0.933333	0.0666667	all
chr1	28952	2	94	0.968085	0.0319149	all
chr1	28953	2	94	0.861702	0.138298	all
chr1	28972	2	94	0.978723	0.0212766	all
chr1	29005	2	92	0.891304	0.108696	all
chr1	29013	2	92	0.978261	0.0217391	all
chr1	29091	2	96	0.916667	0.0833333	all
chr1	29136	2	94	0.978723	0.0212766	all
chr1	29149	2	94	0.893617	0.106383	all
chr1	29152	2	94	0.925532	0.0744681	all
chr1	29242	2	94	0.851064	0.148936	all
chr1	29286	2	96	0.895833	0.104167	all
chr1	29387	2	92	0.836957	0.163043	all
chr1	29409	2	92	0.869565	0.130435	all
chr1	29623	2	92	0.891304	0.108696	all
chr1	29683	2	94	0.925532	0.0744681	all
chr1	29754	2	94	0.925532	0.0744681	all
chr1	29756	2	94	0.946809	0.0531915	all
chr1	29757	2	94	0.893617	0.106383	all
chr1	29848	2	88	0.943182	0.0568182	all
chr1	29854	2	88	0.943182	0.0568182	all
chr1	29873	2	88	0.977273	0.0227273	all
chr1	29898	2	92	0.913043	0.0869565	all
chr1	29906	2	92	0.826087	0.173913	all
chr1	29925	2	94	0.829787	0.170213	all
chr1	29926	2	94	0.840426	0.159574	all
chr1	29927	2	94	0.904255	0.0957447	all
chr1	29946	2	94	0.87234	0.12766	all
chr1	30007	2	96	0.9375	0.0625	all
chr1	30009	2	96	0.90625	0.09375	all
chr1	30014	2	96	0.895833	0.104167	all
chr1	30016	2	96	0.895833	0.104167	all
chr1	30081	2	92	0.967391	0.0326087	all
chr1	30113	2	90	0.888889	0.111111	all
chr1	30122	2	90	0.955556	0.0444444	all
chr1	30207	2	94	0.968085	0.0319149	all
chr1	30210	2	94	0.978723	0.0212766	all
chr1	30232	2	94	0.978723	0.0212766	all
chr1	30236	2	94	0.93617	0.0638298	all
chr1	30237	2	94	0.978723	0.0212766	all
chr1	30238	2	94	0.978723	0.0212766	all
chr1	30288	2	92	0.98913	0.0108696	all
chr1	30318	2	92	0.902174	0.0978261	all
chr1	30328	2	92	0.956522	0.0434783	all
chr1	30341	2	92	0.945652	0.0543478	all
chr1	30345	2	92	0.902174	0.0978261	all
chr1	30351	2	92	0.880435	0.119565	all
chr1	30352	2	94	0.968085	0.0319149	all
chr1	30356	2	94	0.925532	0.0744681	all
chr1	30380	2	94	0.957447	0.0425532	all
chr1	30390	2	94	0.957447	0.0425532	all
chr1	30511	2	94	0.861702	0.138298	all
chr1	30557	2	92	0.858696	0.141304	all
chr1	30591	2	94	0.968085	0.0319149	all
chr1	30593	2	94	0.978723	0.0212766	all
chr1	30605	2	94	0.861702	0.138298	all
chr1	30654	2	94	0.87234	0.12766	all
chr1	30688	2	90	0.933333	0.0666667	all
chr1	30692	2	90	0.877778	0.122222	all
chr1	30761	2	80	0.875	0.125	all
chr1	30787	2	96	0.885417	0.114583	all
chr1	30790	2	96	0.875	0.125	all
chr1	30919	2	96	0.958333	0.0416667	all
chr1	30998	2	86	0.930233	0.0697674	all
chr1	31031	2	80	0.9125	0.0875	all
chr1	31150	2	94	0.925532	0.0744681	all
chr1	31169	2	94	0.957447	0.0425532	all
chr1	31232	2	92	0.880435	0.119565	all
chr1	31276	2	94	0.957447	0.0425532	all
chr1	31295	2	92	0.891304	0.108696	all
chr1	31325	2	92	0.76087	0.23913	all
chr1	31331	2	92	0.771739	0.228261	all
chr1	31349	2	92	0.869565	0.130435	all
chr1	31353	2	92	0.923913	0.076087	all
chr1	31412	2	88	0.943182	0.0568182	all
chr1	31470	2	94	0.957447	0.0425532	all
chr1	31474	2	94	0.914894	0.0851064	all
chr1	31496	2	94	0.925532	0.0744681	all
chr1	31509	2	94	0.914894	0.0851064	all
chr1	31511	2	94	0.914894	0.0851064	all
chr1	31590	2	96	0.90625	0.09375	all
chr1	31591	2	96	0.9375	0.0625	all
chr1	31637	2	88	0.920455	0.0795455	all
chr1	31760	2	90	0.977778	0.0222222	all
chr1	31806	2	94	0.87234	0.12766	all
chr1	31876	2	90	0.788889	0.211111	all
chr1	31913	2	90	0.977778	0.0222222	all
chr1	31950	2	86	0.94186	0.0581395	all
chr1	32000	2	94	0.893617	0.106383	all
chr1	32022	2	92	0.891304	0.108696	all
chr1	32084	2	96	0.947917	0.0520833	all
chr1	32095	2	96	0.979167	0.0208333	all
chr1	32155	2	96	0.895833	0.104167	all
chr1	32227	2	96	0.9375	0.0625	all
chr1	32230	2	96	0.916667	0.0833333	all
chr1	32254	2	96	0.958333	0.0416667	all
chr1	32383	2	92	0.967391	0.0326087	all
chr1	32394	2	92	0.891304	0.108696	all
chr1	32605	2	88	0.931818	0.0681818	all
chr1	32682	2	92	0.902174	0.0978261	all
chr1	32742	2	90	0.855556	0.144444	all
chr1	32744	2	90	0.966667	0.0333333	all
chr1	32753	2	90	0.833333	0.166667	all
chr1	32966	2	92	0.967391	0.0326087	all
chr1	32968	2	92	0.847826	0.152174	all
chr1	32969	2	92	0.934783	0.0652174	all
chr1	33023	2	94	0.957447	0.0425532	all
chr1	33100	2	94	0.914894	0.0851064	all
chr1	33101	2	94	0.946809	0.0531915	all
chr1	33109	2	94	0.851064	0.148936	all
chr1	33254	2	92	0.923913	0.076087	all
chr1	33343	2	88	0.954545	0.0454545	all
chr1	33365	2	88	0.931818	0.0681818	all
chr1	33398	2	90	0.922222	0.0777778	all
chr1	33401	2	90	0.955556	0.0444444	all
chr1	33404	2	90	0.977778	0.0222222	all
chr1	33415	2	88	0.840909	0.159091	all
chr1	33440	2	88	0.943182	0.0568182	all
chr1	33485	2	92	0.858696	0.141304	all
chr1	33591	2	96	0.947917	0.0520833	all
chr1	33606	2	96	0.979167	0.0208333	all
chr1	33677	2	88	0.965909	0.0340909	all
chr1	33815	2	96	0.958333	0.0416667	all
chr1	33930	2	94	0.851064	0.148936	all
chr1	33938	2	94	0.914894	0.0851064	all
chr1	33959	2	96	0.979167	0.0208333	all
chr1	33966	2	96	0.958333	0.0416667	all
chr1	33989	2	92	0.934783	0.0652174	all
chr1	33991	2	92	0.978261	0.0217391	all
chr1	34012	2	92	0.913043	0.0869565	all
chr1	34013	2	92	0.945652	0.0543478	all
chr1	34030	2	96	0.71875	0.28125	all
chr1	34062	2	92	0.98913	0.0108696	all
chr1	34195	2	94	0.925532	0.0744681	all
chr1	34243	2	92	0.978261	0.0217391	all
chr1	34293	2	96	0.958333	0.0416667	all
chr1	34421	2	96	0.84375	0.15625	all
chr1	34445	2	96	0.947917	0.0520833	all
chr1	34519	2	92	0.978261	0.0217391	all
chr1	34852	2	90	0.866667	0.133333	all
chr1	34859	2	90	0.933333	0.0666667	all
chr1	34880	2	90	0.888889	0.111111	all
chr1	35003	2	96	0.916667	0.0833333	all
chr1	35067	2	94	0.904255	0.0957447	all
chr1	35085	2	94	0.93617	0.0638298	all
chr1	35094	2	94	0.904255	0.0957447	all
chr1	35147	2	94	0.957447	0.0425532	all
chr1	35153	2	94	0.978723	0.0212766	all
chr1	35228	2	96	0.895833	0.104167	all
chr1	35307	2	94	0.968085	0.0319149	all
chr1	35312	2	94	0.925532	0.0744681	all
chr1	35322	2	92	0.869565	0.130435	all
chr1	35434	2	94	0.904255	0.0957447	all
chr1	35455	2	94	0.861702	0.138298	all
chr1	35535	2	84	0.952381	0.047619	all
chr1	35539	2	84	0.880952	0.119048	all
chr1	35543	2	84	0.97619	0.0238095	all
chr1	35705	2	90	0.855556	0.144444	all
chr1	35753	2	90	0.911111	0.0888889	all
chr1	35968	2	94	0.851064	0.148936	all
chr1	35993	2	94	0.914894	0.0851064	all
chr1	36039	2	96	0.947917	0.0520833	all
chr1	36040	2	96	0.895833	0.104167	all
chr1	36047	2	96	0.885417	0.114583	all
chr1	36052	2	96	0.958333	0.0416667	all
chr1	36053	2	96	0.885417	0.114583	all
chr1	36055	2	96	0.90625	0.09375	all
chr1	36067	2	96	0.958333	0.0416667	all
chr1	36097	2	92	0.532609	0.467391	all
chr1	36100	2	92	0.532609	0.467391	all
chr1	36133	2	96	0.854167	0.145833	all
chr1	36137	2	96	0.885417	0.114583	all
chr1	36185	2	94	0.93617	0.0638298	all
chr1	36190	2	94	0.968085	0.0319149	all
chr1	36224	2	94	0.861702	0.138298	all
chr1	36227	2	94	0.93617	0.0638298	all
chr1	36307	2	94	0.893617	0.106383	all
chr1	36404	2	92	0.956522	0.0434783	all
chr1	36408	2	92	0.913043	0.0869565	all
chr1	36484	2	94	0.829787	0.170213	all
chr1	36486	2	94	0.904255	0.0957447	all
chr1	36487	2	94	0.904255	0.0957447	all
chr1	36569	2	92	0.956522	0.0434783	all
chr1	36574	2	92	0.945652	0.0543478	all
chr1	36676	2	96	0.885417	0.114583	all
chr1	36798	2	94	0.893617	0.106383	all
chr1	36858	2	96	0.9375	0.0625	all
chr1	37087	2	94	0.829787	0.170213	all
chr1	37206	2	80	0.95	0.05	all
chr1	37217	2	80	0.925	0.075	all
chr1	37271	2	94	0.978723	0.0212766	all
chr1	37596	2	94	0.968085	0.0319149	all
chr1	37617	2	94	0.925532	0.0744681	all
chr1	37867	2	94	0.93617	0.0638298	all
chr1	37868	2	94	0.93617	0.0638298	all
chr1	38001	2	92	0.934783	0.0652174	all
chr1	38012	2	92	0.978261	0.0217391	all
chr1	38163	2	96	0.895833	0.104167	all
chr1	38205	2	90	0.977778	0.0222222	all
chr1	38393	2	88	0.840909	0.159091	all
chr1	38397	2	88	0.965909	0.0340909	all
chr1	38442	2	92	0.826087	0.173913	all
chr1	38573	2	96	0.96875	0.03125	all
chr1	38577	2	96	0.854167	0.145833	all
chr1	38585	2	96	0.947917	0.0520833	all
chr1	38733	2	92	0.826087	0.173913	all
chr1	38779	2	94	0.925532	0.0744681	all
chr1	38782	2	94	0.904255	0.0957447	all
chr1	38792	2	94	0.904255	0.0957447	all
chr1	38801	2	94	0.925532	0.0744681	all
chr1	38829	2	94	0.957447	0.0425532	all
chr1	38847	2	94	0.946809	0.0531915	all
chr1	38860	2	94	0.957447	0.0425532	all
chr1	38861	2	94	0.904255	0.0957447	all
chr1	39078	2	92	0.902174	0.0978261	all
chr1	39108	2	90	0.966667	0.0333333	all
chr1	39149	2	92	0.934783	0.0652174	all
chr1	39315	2	94	0.968085	0.0319149	all
chr1	39324	2	94	0.989362	0.0106383	all
chr1	39341	2	94	0.978723	0.0212766	all
chr1	39429	2	90	0.944444	0.0555556	all
chr1	39495	2	92	0.956522	0.0434783	all
chr1	39499	2	92	0.945652	0.0543478	all
chr1	39513	2	92	0.956522	0.0434783	all
chr1	39535	2	94	0.968085	0.0319149	all
chr1	39536	2	94	0.968085	0.0319149	all
chr1	39539	2	94	0.925532	0.0744681	all
chr1	39602	2	90	0.922222	0.0777778	all
chr1	39617	2	90	0.966667	0.0333333	all
chr1	39625	2	90	0.9	0.1	all
chr1	39747	2	94	0.957447	0.0425532	all
chr1	39764	2	94	0.829787	0.170213	all
chr1	39791	2	92	0.945652	0.0543478	all
chr1	39800	2	92	0.967391	0.0326087	all
chr1	40022	2	92	0.98913	0.0108696	all
chr1	40145	2	94	0.968085	0.0319149	all
chr1	40172	2	94	0.914894	0.0851064	all
chr1	40584	2	96	0.9375	0.0625	all
chr1	40637	2	94	0.904255	0.0957447	all
chr1	40718	2	88	0.704545	0.295455	all
chr1	40724	2	96	0.9375	0.0625	all
chr1	40785	2	94	0.914894	0.0851064	all
chr1	41138	2	92	0.978261	0.0217391	all
chr1	41407	2	94	0.925532	0.0744681	all
chr1	41408	2	94	0.87234	0.12766	all
chr1	41416	2	94	0.968085	0.0319149	all
chr1	41625	2	88	0.954545	0.0454545	all
chr1	41682	2	94	0.946809	0.0531915	all
chr1	41684	2	94	0.93617	0.0638298	all
chr1	41807	2	96	0.864583	0.135417	all
chr1	41872	2	90	0.911111	0.0888889	all
chr1	42254	2	92	0.978261	0.0217391	all
chr1	42319	2	88	0.954545	0.0454545	all
chr1	42352	2	96	0.979167	0.0208333	all
chr1	42452	2	96	0.979167	0.0208333	all
chr1	42636	2	96	0.854167	0.145833	all
chr1	42688	2	94	0.93617	0.0638298	all
chr1	42723	2	94	0.925532	0.0744681	all
chr1	42726	2	94	0.925532	0.0744681	all
chr1	42764	2	96	0.96875	0.03125	all
chr1	42893	2	96	0.927083	0.0729167	all
chr1	43028	2	92	0.826087	0.173913	all
chr1	43125	2	92	0.793478	0.206522	all
chr1	43230	2	88	0.977273	0.0227273	all
chr1	43494	2	90	0.9	0.1	all
chr1	43505	2	90	0.955556	0.0444444	all
chr1	43518	2	90	0.888889	0.111111	all
chr1	43535	2	92	0.913043	0.0869565	all
chr1	43553	2	92	0.945652	0.0543478	all
chr1	43556	2	92	0.945652	0.0543478	all
chr1	43638	2	92	0.934783	0.0652174	all
chr1	43685	2	94	0.968085	0.0319149	all
chr1	43716	2	90	0.922222	0.0777778	all
chr1	43927	2	92	0.967391	0.0326087	all
chr1	43929	2	92	0.858696	0.141304	all
chr1	43937	2	92	0.858696	0.141304	all
chr1	43950	2	92	0.858696	0.141304	all
chr1	43953	2	92	0.913043	0.0869565	all
chr1	43987	2	92	0.945652	0.0543478	all
chr1	43996	2	92	0.934783	0.0652174	all
chr1	44008	2	92	0.978261	0.0217391	all
chr1	44076	2	94	0.819149	0.180851	all
chr1	44213	2	96	0.864583	0.135417	all
chr1	44291	2	92	0.978261	0.0217391	all
chr1	44324	2	88	0.909091	0.0909091	all
chr1	44506	2	94	0.893617	0.106383	all
chr1	44552	2	94	0.93617	0.0638298	all
chr1	44557	2	94	0.87234	0.12766	all
chr1	44561	2	94	0.893617	0.106383	all
chr1	44666	2	90	0.933333	0.0666667	all
chr1	44684	2	86	0.965116	0.0348837	all
chr1	44687	2	86	0.965116	0.0348837	all
chr1	44708	2	86	0.872093	0.127907	all
chr1	44868	2	92	0.967391	0.0326087	all
chr1	44885	2	92	0.956522	0.0434783	all
chr1	44944	2	92	0.956522	0.0434783	all
chr1	45010	2	92	0.73913	0.26087	all
chr1	45011	2	92	0.73913	0.26087	all
chr1	45800	2	94	0.968085	0.0319149	all
chr1	45801	2	94	0.93617	0.0638298	all
chr1	45804	2	94	0.93617	0.0638298	all
chr1	45808	2	94	0.914894	0.0851064	all
chr1	45812	2	94	0.925532	0.0744681	all
chr1	45839	2	82	0.865854	0.134146	all
chr1	45907	2	90	0.9	0.1	all
chr1	45908	2	90	0.888889	0.111111	all
chr1	45909	2	90	0.966667	0.0333333	all
chr1	45910	2	90	0.955556	0.0444444	all
chr1	45933	2	90	0.933333	0.0666667	all
chr1	46027	2	94	0.957447	0.0425532	all
chr1	46063	2	96	0.885417	0.114583	all
chr1	46113	2	88	0.977273	0.0227273	all
chr1	46560	2	94	0.787234	0.212766	all
chr1	46722	2	90	0.9	0.1	all
chr1	46804	2	92	0.967391	0.0326087	all
chr1	46807	2	92	0.923913	0.076087	all
chr1	46808	2	92	0.902174	0.0978261	all
chr1	46812	2	92	0.902174	0.0978261	all
chr1	46830	2	92	0.826087	0.173913	all
chr1	47253	2	86	0.906977	0.0930233	all
chr1	47288	2	96	0.90625	0.09375	all
chr1	47401	2	94	0.93617	0.0638298	all
chr1	47836	2	86	0.918605	0.0813953	all
chr1	47956	2	92	0.847826	0.152174	all
chr1	47959	2	92	0.923913	0.076087	all
chr1	47960	2	92	0.967391	0.0326087	all
chr1	48041	2	96	0.75	0.25	all
chr1	48379	2	96	0.9375	0.0625	all
chr1	48416	2	94	0.968085	0.0319149	all
chr1	48461	2	94	0.93617	0.0638298	all
chr1	48652	2	86	0.511628	0.488372	all
chr1	48936	2	96	0.979167	0.0208333	all
chr1	48943	2	96	0.947917	0.0520833	all
chr1	48992	2	94	0.978723	0.0212766	all
chr1	49023	2	94	0.93617	0.0638298	all
chr1	49123	2	88	0.943182	0.0568182	all
chr1	49188	2	92	0.967391	0.0326087	all
chr1	49207	2	92	0.956522	0.0434783	all
chr1	49425	2	90	0.955556	0.0444444	all
chr1	49492	2	94	0.904255	0.0957447	all
chr1	49656	2	84	0.892857	0.107143	all
chr1	49672	2	84	0.869048	0.130952	all
chr1	49914	2	96	0.96875	0.03125	all
chr1	50132	2	90	0.988889	0.0111111	all
chr1	50263	2	92	0.978261	0.0217391	all
chr1	50296	2	94	0.861702	0.138298	all
chr1	50325	2	94	0.946809	0.0531915	all
chr1	50345	2	92	0.913043	0.0869565	all
chr1	51128	2	94	0.904255	0.0957447	all
chr1	51145	2	94	0.946809	0.0531915	all
chr1	51297	2	82	0.963415	0.0365854	all
chr1	51340	2	94	0.968085	0.0319149	all
chr1	51367	2	94	0.829787	0.170213	all
chr1	51520	2	92	0.836957	0.163043	all
chr1	51618	2	90	0.977778	0.0222222	all
chr1	51643	2	94	0.904255	0.0957447	all
chr1	51658	2	94	0.925532	0.0744681	all
chr1	51680	2	88	0.965909	0.0340909	all
chr1	51691	2	88	0.920455	0.0795455	all
chr1	51723	2	92	0.967391	0.0326087	all
chr1	51879	2	94	0.968085	0.0319149	all
chr1	52068	2	96	0.989583	0.0104167	all
chr1	52399	2	94	0.861702	0.138298	all
chr1	52652	2	96	0.96875	0.03125	all
chr1	52831	2	96	0.916667	0.0833333	all
chr1	52923	2	94	0.893617	0.106383	all
chr1	52950	2	94	0.893617	0.106383	all
chr1	52985	2	92	0.978261	0.0217391	all
chr1	53057	2	94	0.957447	0.0425532	all
chr1	53112	2	94	0.893617	0.106383	all
chr1	53130	2	94	0.851064	0.148936	all
chr1	53176	2	96	0.979167	0.0208333	all
chr1	53249	2	90	0.877778	0.122222	all
chr1	53265	2	90	0.944444	0.0555556	all
chr1	53310	2	94	0.968085	0.0319149	all
chr1	53466	2	96	0.979167	0.0208333	all
chr1	53526	2	94	0.851064	0.148936	all
chr1	53925	2	92	0.836957	0.163043	all
chr1	53934	2	90	0.977778	0.0222222	all
chr1	54008	2	90	0.977778	0.0222222	all
chr1	54009	2	90	0.844444	0.155556	all
chr1	54016	2	90	0.966667	0.0333333	all
chr1	54068	2	96	0.989583	0.0104167	all
chr1	54078	2	96	0.90625	0.09375	all
chr1	54103	2	96	0.895833	0.104167	all
chr1	54393	2	94	0.946809	0.0531915	all
chr1	54560	2	92	0.956522	0.0434783	all
chr1	54712	2	92	0.902174	0.0978261	all
chr1	54717	2	92	0.75	0.25	all
chr1	54819	2	92	0.978261	0.0217391	all
chr1	54859	2	94	0.893617	0.106383	all
chr1	55219	2	92	0.945652	0.0543478	all
chr1	55263	2	94	0.968085	0.0319149	all
chr1	55357	2	96	0.84375	0.15625	all
chr1	55559	2	92	0.945652	0.0543478	all
chr1	55567	2	92	0.978261	0.0217391	all
chr1	55772	2	94	0.914894	0.0851064	all
chr1	55844	2	92	0.956522	0.0434783	all
chr1	55845	2	92	0.880435	0.119565	all
chr1	55848	2	92	0.956522	0.0434783	all
chr1	55861	2	92	0.956522	0.0434783	all
chr1	55862	2	92	0.945652	0.0543478	all
chr1	56095	2	96	0.947917	0.0520833	all
chr1	56099	2	96	0.979167	0.0208333	all
chr1	56108	2	96	0.989583	0.0104167	all
chr1	56438	2	96	0.9375	0.0625	all
chr1	56487	2	96	0.90625	0.09375	all
chr1	56503	2	96	0.947917	0.0520833	all
chr1	56622	2	92	0.847826	0.152174	all
chr1	56673	2	94	0.925532	0.0744681	all
chr1	56802	2	92	0.956522	0.0434783	all
chr1	56864	2	88	0.875	0.125	all
chr1	57149	2	80	0.95	0.05	all
chr1	57437	2	94	0.957447	0.0425532	all
chr1	57501	2	92	0.923913	0.076087	all
chr1	57503	2	92	0.956522	0.0434783	all
chr1	57518	2	92	0.902174	0.0978261	all
chr1	57519	2	92	0.934783	0.0652174	all
chr1	57520	2	92	0.923913	0.076087	all
